attendance,endurance,strength,flexibility,participation,skill_speed,physical_progress,score
55,64,35,32,82,37,48,53.03
83,88,83,61,99,67,66,81.34
93,43,73,64,55,78,76,68.11
93,72,46,47,98,43,89,73.99
76,75,90,59,91,84,80,79.87
85,51,64,86,81,42,88,72.05
97,89,63,48,69,32,77,69.44
91,31,50,41,65,50,45,58.03
74,44,78,63,91,85,71,72.26
59,79,36,33,78,64,88,63.3
88,85,85,53,77,71,89,72.97
95,92,49,36,90,57,89,73.6
88,64,80,77,85,81,61,83.39
61,55,42,46,77,33,73,55.66
60,56,40,76,97,35,90,63.0
98,48,93,68,70,48,72,74.26
92,66,88,79,57,78,85,79.18
52,65,72,53,69,60,69,62.88
71,69,39,45,64,55,63,56.3
53,92,48,54,63,61,52,58.07
57,68,38,48,92,49,88,70.37
63,41,81,55,67,49,83,65.7
69,73,37,62,71,91,67,66.58
73,77,66,43,61,31,85,62.32
63,62,58,73,81,74,77,66.42
77,61,85,52,92,55,64,69.01
65,51,58,60,66,56,43,54.42
81,35,64,48,86,67,58,65.16
96,59,83,59,91,64,47,74.39
61,46,46,84,87,62,66,67.3
65,31,59,76,68,49,76,58.97
68,84,84,55,78,33,52,63.6
54,41,52,37,98,88,55,60.8
61,41,52,51,64,90,45,60.05
78,80,63,56,86,47,80,75.55
54,77,81,59,66,39,73,66.34
91,68,78,63,99,81,72,78.6
66,30,55,31,71,75,46,56.42
96,45,82,42,83,77,91,75.59
57,75,36,39,56,70,51,56.23
89,92,66,54,89,31,58,70.74
89,88,64,62,89,90,89,86.03
79,76,79,70,67,61,71,73.04
59,45,85,56,71,87,81,70.11
69,75,87,58,81,35,63,66.61
94,68,81,86,62,40,66,69.25
65,79,94,81,97,45,43,68.3
90,78,91,56,72,43,88,73.74
65,55,62,68,55,53,57,57.41
91,62,59,45,91,48,66,67.47
52,49,73,82,77,79,55,70.19
72,70,63,72,64,72,60,67.28
71,40,94,58,80,85,50,74.25
77,84,42,64,70,48,59,63.9
95,76,80,75,62,72,58,69.76
94,79,65,45,86,86,75,75.98
85,52,83,44,55,92,80,70.45
53,90,36,56,76,81,41,64.78
87,36,52,62,69,43,42,54.84
73,44,89,54,83,31,84,64.64
68,38,55,62,92,84,82,65.17
60,66,71,41,82,73,58,63.11
89,88,72,43,58,42,64,63.47
95,57,56,39,79,42,53,55.85
89,35,64,71,81,78,54,62.28
95,39,53,66,73,87,73,67.27
88,44,55,41,60,52,49,52.59
67,33,48,76,75,75,93,66.86
61,87,47,50,79,87,88,76.66
63,44,69,65,75,54,59,58.93
96,66,53,36,63,71,44,66.6
67,31,38,41,88,52,52,54.26
93,76,80,49,91,55,55,75.97
91,57,55,63,86,50,42,65.92
61,48,58,60,89,67,48,57.48
89,37,76,35,72,60,58,60.15
76,60,79,74,80,40,43,61.04
55,43,47,71,67,30,88,58.2
73,58,56,33,59,60,68,54.7
82,38,57,45,87,68,89,69.64
94,89,83,69,73,66,72,82.38
65,74,82,59,65,77,78,70.49
99,83,51,61,61,59,87,71.11
61,74,54,57,77,31,70,66.54
80,32,66,32,59,83,41,55.47
86,65,74,77,79,52,83,76.59
62,40,84,88,58,59,68,65.99
57,35,75,79,93,49,74,61.49
87,70,49,32,82,84,50,66.71
52,70,76,56,77,79,43,68.26
69,91,45,85,94,58,54,65.75
53,38,71,80,75,47,53,60.76
93,39,74,70,80,88,93,79.06
94,70,38,58,60,63,54,59.25
51,56,92,74,56,37,56,59.06
85,82,72,42,85,38,69,67.72
72,33,51,74,88,58,61,63.55
94,39,63,76,92,31,82,64.03
68,78,72,81,75,30,94,68.47
89,48,49,40,98,41,40,62.71
57,79,62,37,88,78,86,70.99
65,77,57,73,81,76,78,73.21
92,52,37,66,88,44,88,71.42
67,38,55,58,68,43,68,57.23
85,48,63,39,72,72,92,68.61
73,80,50,84,75,76,42,70.0
50,40,77,84,79,85,76,67.24
50,32,58,76,63,37,62,50.99
95,90,91,68,88,52,84,80.01
85,46,88,36,63,51,78,61.22
60,59,66,37,75,35,52,52.07
67,37,65,67,97,76,89,73.5
65,70,68,55,70,61,69,68.58
66,55,55,31,72,65,85,66.63
73,34,47,65,59,71,93,63.68
83,53,59,64,80,45,76,67.15
53,65,85,40,85,56,60,64.45
84,46,40,79,97,66,46,62.33
64,75,56,53,59,71,62,59.18
51,61,49,58,55,39,87,58.44
80,89,77,82,69,39,66,70.2
58,71,52,52,83,57,65,61.59
59,69,65,34,79,73,59,63.23
74,56,85,53,92,36,43,63.79
54,34,45,43,99,38,56,46.32
63,90,59,46,85,76,88,66.82
91,90,75,68,79,81,60,73.98
97,81,59,73,58,86,61,75.19
87,36,52,30,64,40,81,56.85
89,67,69,85,77,51,84,70.44
51,80,75,41,93,76,57,72.54
67,30,78,67,92,93,68,70.37
78,78,48,82,55,54,75,63.87
69,49,79,73,79,47,69,68.83
57,71,90,45,69,79,68,69.21
86,45,54,65,58,38,80,57.58
98,62,92,32,55,85,70,70.37
97,45,77,81,68,62,44,63.79
75,45,93,69,70,42,87,64.06
86,77,89,88,65,72,66,75.73
98,84,71,34,60,63,61,63.61
53,57,68,61,75,49,81,66.11
82,52,73,46,86,34,86,68.75
71,59,80,37,93,71,56,67.57
55,90,82,32,82,44,86,69.66
82,55,60,62,83,91,59,68.72
77,40,74,48,76,74,45,61.7
73,49,54,84,90,65,57,63.95
53,73,76,71,87,51,87,73.05
51,47,93,85,69,53,52,62.41
62,63,42,77,59,38,85,64.15
95,33,77,70,67,76,75,70.38
98,43,57,45,56,90,92,67.1
60,42,85,32,97,76,89,70.72
84,70,69,53,60,32,85,62.9
88,86,46,72,77,33,70,71.62
59,51,85,55,69,35,77,59.8
92,39,37,40,60,40,66,48.4
59,79,41,56,76,38,65,55.6
57,45,71,66,67,34,64,61.43
54,40,78,40,67,50,44,52.49
72,49,54,63,91,54,72,60.11
83,94,92,86,90,65,54,81.43
96,62,58,82,63,41,72,67.4
81,39,92,89,59,56,85,73.1
65,84,59,35,58,75,51,60.56
53,61,53,68,64,44,60,57.71
77,74,61,78,85,44,41,59.78
97,88,47,32,62,78,62,66.69
93,60,56,65,78,56,92,75.53
63,81,70,63,80,92,66,72.26
61,39,94,85,65,93,52,64.51
70,35,87,65,60,72,91,64.52
97,30,57,85,99,85,79,74.06
65,75,54,44,87,90,69,68.01
93,59,64,79,81,36,47,62.13
51,92,90,62,99,88,59,79.13
72,92,53,62,68,67,57,64.26
78,30,61,34,78,38,44,55.53
95,49,73,34,88,93,56,69.23
92,58,79,80,77,39,62,68.02
58,63,85,32,81,68,78,69.35
56,31,36,72,62,60,90,57.28
78,83,74,60,68,34,56,68.63
93,47,68,76,62,92,63,70.63
66,59,43,57,90,74,57,58.85
58,37,55,34,94,91,64,59.3
55,71,54,59,75,47,50,64.73
93,58,78,46,83,66,88,73.13
69,80,82,82,76,49,64,75.71
59,53,91,84,94,92,61,69.77
58,39,42,45,67,65,52,56.73
61,45,84,37,78,84,46,66.95
82,79,55,61,75,69,77,65.67
81,70,50,84,99,39,43,66.25
83,83,35,44,64,76,58,61.23
68,73,36,44,63,59,71,61.61
82,89,39,59,92,67,69,70.39
97,52,69,69,88,51,88,65.84
65,49,44,66,55,94,58,60.79
99,68,79,69,60,69,90,70.7
99,32,44,62,87,53,50,58.4
72,32,60,54,96,78,88,69.3
75,60,49,46,63,31,80,58.74
94,36,83,86,63,66,74,69.74
93,30,73,80,67,77,72,72.29
90,85,73,32,64,64,71,71.14
86,56,37,47,93,34,63,58.3
58,94,49,72,75,81,87,78.11
79,68,80,83,84,73,90,79.9
62,32,73,36,77,60,75,57.37
97,88,71,54,67,45,56,64.78
91,31,74,75,80,85,61,73.08
65,76,50,44,55,54,61,56.91
95,49,84,39,92,69,60,69.11
51,56,94,45,98,71,93,75.95
80,48,57,55,69,94,75,71.06
92,84,53,50,79,43,89,69.67
68,92,44,89,95,94,74,78.17
60,72,38,39,65,61,66,59.74
63,34,67,40,57,91,62,62.02
96,49,73,76,97,45,66,76.08
74,90,47,49,59,47,51,56.6
56,91,45,63,78,60,60,65.39
64,92,77,68,71,60,81,76.72
79,51,42,49,74,42,40,52.32
80,67,63,79,75,91,64,76.04
73,41,68,42,88,44,49,54.13
74,90,71,52,64,91,68,68.75
57,77,55,43,98,60,75,69.02
79,46,74,57,73,34,92,63.02
85,81,85,71,61,85,87,82.11
99,75,52,52,70,51,90,68.88
63,85,63,69,68,74,64,74.44
78,58,64,33,62,56,83,60.79
76,80,80,63,58,93,80,72.78
99,55,84,77,93,63,71,77.99
85,58,51,63,99,57,90,71.54
83,88,57,89,80,64,84,75.3
70,37,40,48,64,34,42,44.96
87,54,61,55,65,43,52,61.24
60,50,69,40,97,33,88,64.55
82,33,91,59,56,53,59,61.13
64,65,71,47,72,65,93,69.89
61,72,59,59,78,66,76,68.16
73,55,83,47,82,94,56,67.93
99,65,37,87,93,54,77,69.2
86,52,74,40,63,50,71,58.26
60,70,94,31,97,76,89,77.96
68,73,69,48,60,63,44,63.42
50,79,74,50,63,47,49,59.93
66,38,83,89,92,79,83,74.65
89,76,93,88,69,65,43,74.43
65,70,38,46,59,94,50,62.32
75,42,75,63,75,40,51,62.87
92,87,89,73,70,82,83,81.63
92,87,93,77,76,87,43,80.75
64,62,39,44,85,89,47,63.72
57,56,35,89,58,55,88,61.74
79,79,65,68,62,41,89,65.32
63,88,94,66,59,45,64,68.86
82,56,77,49,69,88,67,72.88
91,88,43,33,74,75,70,73.54
56,85,61,46,81,85,62,70.87
67,63,72,54,94,44,84,65.2
61,78,92,37,99,94,87,75.31
51,46,50,86,58,47,61,56.47
99,67,40,83,93,30,42,61.04
78,30,91,70,59,91,51,67.87
70,67,58,56,93,67,89,73.79
56,55,59,85,76,39,74,60.41
76,54,68,60,86,69,88,74.13
61,87,81,37,82,90,69,71.96
69,74,69,54,82,58,62,70.17
63,51,87,89,88,82,46,70.89
59,77,55,38,57,74,65,56.74
90,42,66,71,71,59,81,70.1
72,54,47,73,76,47,45,52.42
79,39,72,72,65,90,64,74.64
96,47,84,30,88,85,45,71.45
80,84,90,65,70,81,62,69.53
59,56,64,59,72,67,92,65.42
68,85,46,77,80,70,63,67.51
68,85,67,78,69,53,69,71.12
93,78,64,83,88,57,54,75.43
72,55,78,79,96,59,76,74.28
93,31,57,77,90,61,76,67.78
90,89,88,75,57,61,78,79.7
81,67,59,84,89,35,82,64.95
69,32,64,43,62,87,57,58.45
53,82,66,86,83,91,63,71.4
82,73,64,71,63,46,48,69.21
97,52,89,77,72,32,75,72.96
50,57,94,75,71,30,40,58.82
62,61,62,33,83,58,80,64.08
52,49,90,55,96,92,55,72.51
61,35,36,43,92,62,72,54.53
78,32,44,87,74,68,89,65.31
80,32,70,69,66,49,51,56.03
90,52,43,74,93,68,73,70.15
85,62,41,65,75,32,47,57.39
51,65,93,76,98,37,59,70.08
71,93,46,32,93,41,53,61.31
71,41,68,87,72,69,89,71.52
90,91,49,49,59,48,71,68.08
80,55,83,87,68,67,75,74.93
94,66,85,35,65,66,58,72.38
63,77,46,50,87,72,45,62.7
78,73,82,40,96,89,75,74.48
84,40,40,56,96,75,80,64.84
99,53,60,59,88,44,53,63.75
58,48,39,84,57,54,88,52.89
96,85,83,43,55,89,65,75.44
81,78,85,76,80,67,62,74.4
76,86,44,47,95,66,75,73.78
59,40,55,35,96,56,66,59.14
74,92,62,73,97,58,76,70.89
98,46,75,70,97,45,81,75.35
94,44,45,61,78,92,82,71.58
82,91,76,62,59,35,81,66.53
60,61,81,81,91,40,41,62.06
86,69,48,84,99,85,48,73.2
58,40,50,41,83,59,54,51.89
56,42,78,33,99,70,89,67.88
56,57,92,79,75,49,85,69.14
83,57,81,83,62,75,54,67.31
68,77,55,65,57,71,45,67.0
69,84,48,78,93,64,48,63.91
99,45,46,72,99,65,93,77.81
91,65,60,40,58,63,51,62.24
74,69,83,65,73,55,65,70.35
54,49,43,44,58,49,72,54.12
97,31,37,53,79,65,74,56.54
78,31,58,84,75,38,76,59.94
76,79,83,62,84,57,58,70.7
74,77,75,57,88,84,54,72.72
86,53,53,69,93,38,86,69.22
64,38,89,33,98,44,50,65.26
97,69,46,41,77,77,46,65.41
53,69,89,45,86,39,78,69.08
63,31,72,41,78,59,67,57.3
98,35,36,75,93,35,47,63.28
66,48,62,50,61,73,57,62.07
70,48,76,55,57,43,54,58.21
65,62,35,38,82,48,83,59.49
75,90,63,49,63,80,49,66.08
58,59,37,79,86,49,76,63.52
51,91,57,83,70,76,70,73.98
92,42,42,50,85,54,79,63.15
64,47,48,71,57,87,50,57.4
84,31,62,34,92,80,53,66.66
73,32,76,81,82,71,40,56.95
97,35,55,40,93,44,93,69.72
87,57,92,89,66,88,46,75.74
63,61,37,34,99,94,72,67.57
86,89,94,45,58,84,52,78.49
86,60,80,41,85,47,58,64.31
55,90,85,66,58,34,48,56.94
67,38,48,63,65,36,82,56.28
71,83,94,51,57,81,89,77.84
67,46,53,44,78,75,80,66.67
51,88,38,61,80,89,48,62.44
81,60,57,62,61,54,85,57.27
66,90,41,64,62,76,66,65.69
50,69,75,33,79,40,62,59.28
58,32,50,45,79,52,47,54.43
62,79,94,85,58,41,64,67.12
85,30,35,39,59,79,61,50.04
86,37,87,74,60,82,75,70.6
79,91,89,72,69,48,44,69.84
80,93,54,62,59,71,53,72.26
72,70,60,41,71,90,94,72.31
99,46,86,88,96,67,83,85.3
77,72,38,44,57,80,80,60.07
59,31,71,60,78,89,40,60.43
74,76,52,64,93,38,67,68.43
85,89,51,77,64,77,93,75.43
75,78,56,52,90,53,92,68.47
75,44,78,61,93,45,58,67.02
94,79,78,77,89,89,89,85.91
62,75,68,54,57,31,85,63.47
66,31,73,34,99,54,66,62.18
89,58,76,82,95,85,61,78.63
53,58,42,87,95,53,53,69.04
72,90,80,82,80,88,51,73.53
84,73,60,70,65,80,87,77.56
60,33,37,43,98,76,43,58.57
61,68,59,60,65,89,67,58.2
58,89,89,77,57,57,76,73.18
64,78,71,43,66,86,60,68.49
94,34,81,71,61,63,45,61.41
86,74,82,43,72,58,91,73.11
54,89,70,35,81,31,50,59.52
68,37,49,88,66,64,44,56.35
60,79,41,54,56,41,62,54.82
58,65,65,73,79,63,42,64.73
84,70,80,57,78,43,89,71.46
99,39,49,78,79,44,55,60.08
76,65,88,46,63,49,90,70.34
62,43,47,89,78,42,76,62.47
61,46,56,33,81,57,44,57.48
58,50,84,57,86,71,93,75.31
91,83,86,36,90,64,43,72.45
77,42,90,71,89,76,93,74.98
62,77,78,86,79,83,53,72.0
69,74,57,35,63,83,60,62.58
62,38,37,71,86,41,92,61.39
76,84,54,85,60,34,79,69.73
75,79,53,66,93,30,72,69.59
78,49,80,87,91,60,94,73.7
78,69,82,72,89,85,68,71.92
71,30,64,78,92,39,67,60.14
58,93,76,58,83,92,59,75.2
73,64,66,57,62,54,47,62.01
91,94,75,48,62,35,87,69.47
68,82,73,43,83,76,43,67.56
87,90,64,75,90,84,52,73.76
80,34,58,42,73,38,80,62.38
88,89,71,58,89,42,76,77.31
64,48,46,64,60,85,62,57.61
81,86,78,70,67,77,53,75.94
95,37,87,31,96,93,73,73.54
97,47,51,31,99,78,82,69.34
95,40,43,55,58,53,80,58.43
78,91,49,30,86,53,89,68.56
83,59,59,57,65,54,84,66.66
58,34,46,66,84,32,76,58.54
84,85,48,63,93,51,67,66.51
55,65,54,75,96,61,56,63.64
86,56,80,53,61,76,51,68.14
63,61,83,78,68,54,58,62.7
96,43,79,89,55,66,79,76.78
99,70,85,77,72,45,57,75.45
98,33,71,58,55,80,57,66.86
58,40,88,57,60,63,45,57.22
68,77,61,63,61,65,74,66.41
72,66,64,89,64,91,42,64.25
90,42,59,83,64,46,75,67.18
77,71,74,62,95,70,58,72.33
65,56,62,67,82,82,82,72.0
75,76,90,63,80,81,80,82.33
87,41,51,34,78,46,80,57.96
89,55,60,59,86,61,57,61.93
74,56,41,51,76,72,48,61.72
84,64,81,32,59,45,81,64.56
54,42,73,58,77,92,60,63.86
56,85,54,60,95,85,47,67.77
72,72,77,59,73,31,73,68.84
74,88,42,58,67,71,56,69.71
50,41,89,60,68,37,73,61.94
71,58,62,53,65,81,44,59.37
53,34,49,82,95,41,78,57.01
77,78,51,70,85,61,85,75.25
97,93,61,52,98,88,42,71.79
63,72,60,77,94,40,78,65.85
82,35,87,67,89,37,72,67.43
53,44,76,87,94,40,86,63.75
91,47,49,82,96,56,57,68.93
60,78,89,78,87,87,92,84.46
88,76,47,78,89,92,63,79.27
81,31,89,63,60,79,91,67.35
53,34,54,53,90,58,84,56.97
50,66,51,54,64,32,46,58.32
75,35,59,31,62,78,64,58.6
82,71,81,35,70,87,72,75.38
66,80,55,70,64,69,90,73.39
76,45,42,87,95,65,82,71.61
91,59,51,61,91,73,86,65.74
54,56,70,73,77,42,65,60.7
56,71,68,42,92,53,65,65.99
74,93,90,45,70,80,46,76.55
57,79,78,55,63,87,59,63.3
83,68,82,39,88,40,52,64.82
90,36,94,33,92,47,81,73.11
53,45,44,43,67,36,91,52.68
61,85,65,53,66,85,42,62.81
80,40,48,67,82,76,47,65.85
60,38,45,66,92,46,89,63.22
86,30,45,68,84,41,67,59.55
93,73,63,52,84,51,42,68.86
85,64,50,40,93,74,83,74.36
94,80,71,37,73,48,84,69.25
71,37,53,35,63,90,78,63.81
50,66,56,63,57,36,79,59.06
99,34,58,66,57,51,69,58.62
53,50,77,62,90,45,79,65.22
85,34,90,74,65,53,57,63.32
57,52,78,84,85,91,75,72.86
74,86,74,39,75,92,81,70.42
77,94,73,65,99,62,66,75.03
87,54,43,36,81,89,87,73.54
85,48,63,80,93,70,92,73.92
85,31,82,46,82,77,57,68.03
92,41,67,49,82,38,75,66.01
90,71,76,87,90,81,85,86.6
95,54,61,76,63,67,43,67.04
53,77,62,57,55,72,67,62.69
62,60,68,53,76,31,61,55.44
87,87,79,67,77,83,70,80.18
94,90,70,38,72,36,48,63.72
74,73,66,83,89,63,58,74.66
52,38,52,59,92,55,75,56.53
81,50,60,68,84,84,77,70.7
88,83,50,82,63,87,80,79.56
50,42,66,65,67,44,82,59.52
60,42,67,46,88,49,63,58.8
51,81,58,81,55,82,54,65.27
54,57,77,45,68,85,48,61.07
71,75,40,63,55,35,58,52.7
95,77,86,72,81,48,82,72.37
62,69,94,36,61,72,91,70.47
97,83,48,56,62,40,47,62.88
72,56,54,80,70,32,86,64.36
96,32,60,36,77,82,64,70.13
80,88,48,78,84,63,79,73.32
84,47,74,61,63,66,52,64.56
87,53,82,45,97,87,45,65.54
90,90,93,48,74,57,48,70.87
84,86,78,78,87,55,88,78.46
94,73,81,55,82,46,83,77.23
62,76,92,30,87,56,62,69.08
56,66,58,72,80,84,47,65.88
54,66,41,59,87,40,91,60.68
78,74,37,72,67,85,64,66.96
57,59,74,44,92,33,55,59.08
57,44,60,83,81,68,92,69.39
56,56,54,32,85,49,76,63.14
68,76,59,49,74,53,43,57.3
88,76,64,48,69,80,86,75.27
72,60,80,56,59,55,92,70.04
85,44,66,30,80,62,43,58.86
91,83,41,74,61,83,45,66.25
81,71,86,81,72,58,51,72.0
94,91,55,42,76,89,49,71.52
53,54,55,62,85,75,80,71.74
79,41,83,72,76,83,68,66.61
91,38,57,53,97,75,73,68.88
88,66,46,40,67,37,54,56.96
54,38,38,34,55,60,54,49.13
52,84,53,72,68,44,57,65.8
71,75,39,77,56,78,58,66.65
77,70,35,61,61,38,47,54.96
71,36,65,64,85,94,83,70.85
71,34,77,81,69,46,45,58.87
83,81,82,80,63,49,73,75.08
78,66,36,48,86,80,57,59.95
92,89,36,30,56,36,94,64.81
91,65,45,44,61,89,94,72.56
62,30,43,48,94,38,80,59.58
56,30,37,33,72,67,85,55.24
59,89,67,54,81,51,72,60.64
77,70,57,75,72,70,52,69.91
53,94,78,65,88,49,53,66.35
81,37,52,37,63,81,72,61.07
71,70,90,74,59,50,54,70.62
69,76,44,78,67,56,57,60.19
97,65,93,55,89,79,55,75.45
69,33,65,65,58,31,66,51.72
55,71,50,47,92,52,94,67.35
58,31,82,57,74,51,53,57.81
77,76,79,62,82,44,44,67.76
62,49,61,65,92,68,53,72.73
80,59,38,34,93,39,49,54.3
88,59,77,83,83,64,71,75.65
99,30,88,65,84,42,59,68.91
63,87,35,80,61,93,68,70.41
71,52,80,57,92,82,42,69.52
86,74,46,46,67,91,70,70.5
94,51,89,43,93,67,61,75.79
73,78,80,86,78,36,49,65.53
57,77,92,58,84,52,73,69.95
64,92,74,82,88,35,64,72.79
90,77,43,44,70,68,78,68.06
55,73,77,32,95,70,72,69.74
72,80,63,32,77,66,81,70.58
74,91,80,48,63,36,52,62.33
80,70,71,84,97,41,83,76.24
95,56,35,62,79,37,50,54.99
78,86,53,65,66,60,59,70.7
72,71,47,77,64,65,92,68.14
59,41,80,55,68,40,49,55.17
58,89,43,68,84,53,84,66.03
98,93,56,45,59,71,61,69.95
62,33,87,80,70,75,43,60.81
81,68,59,53,60,89,90,79.1
98,48,43,58,96,50,75,66.19
94,91,69,69,67,54,66,76.48
90,74,87,74,84,68,93,84.59
50,90,80,56,84,91,74,79.26
50,60,80,36,85,36,59,59.38
86,78,91,38,80,82,81,73.63
89,60,76,68,68,41,79,65.03
67,71,43,74,83,64,52,67.88
85,77,41,84,71,85,40,72.12
80,49,51,87,79,78,52,75.12
50,49,46,33,89,86,40,57.64
96,45,43,66,96,59,67,64.33
85,86,40,63,89,76,71,72.98
58,48,58,36,65,47,52,48.71
71,42,53,33,82,53,75,58.35
77,49,93,38,59,47,62,63.66
75,78,89,31,78,45,53,62.6
59,55,51,85,94,69,92,69.46
96,64,93,84,55,90,54,80.29
52,70,48,56,80,38,85,62.5
51,39,35,61,82,87,61,61.64
86,53,93,49,62,82,84,74.08
80,60,81,86,75,74,51,71.61
82,83,90,84,89,64,60,77.39
81,87,52,50,96,30,55,61.92
92,89,64,46,91,58,65,73.77
61,40,83,71,59,71,89,70.79
52,69,58,72,87,43,43,58.34
97,84,50,80,81,45,43,67.12
75,76,75,42,67,54,49,68.03
63,90,52,53,95,32,67,59.35
61,63,45,35,75,54,84,58.94
75,91,85,55,56,54,86,70.25
65,74,71,89,61,87,59,71.11
57,34,68,61,75,69,62,57.53
98,80,72,84,88,84,44,75.45
98,87,36,31,98,36,48,65.46
77,32,70,34,90,61,84,68.09
56,52,61,34,58,70,70,62.02
64,39,42,43,95,44,85,55.51
90,76,50,80,84,65,51,64.8
85,61,49,35,93,42,75,64.57
57,77,35,49,99,46,73,62.88
59,56,60,63,78,30,61,57.52
64,65,65,46,87,38,61,61.58
67,83,70,32,77,63,52,67.41
95,49,37,84,88,90,55,63.45
86,32,35,62,66,56,75,59.35
90,32,38,38,78,57,44,60.24
94,69,44,35,75,71,76,71.12
92,89,67,38,90,32,65,70.73
93,52,41,47,59,89,74,65.32
84,89,49,69,97,58,68,73.01
51,59,43,37,91,56,92,62.93
71,68,82,46,96,30,93,71.06
64,69,39,84,75,30,40,57.71
86,77,86,54,59,62,82,77.91
88,74,67,54,57,63,87,74.63
85,66,76,82,59,72,58,72.03
54,51,83,38,70,61,91,68.42
97,81,63,88,74,53,86,72.77
64,31,89,38,76,53,69,59.29
76,43,59,33,73,56,67,60.78
65,47,53,44,57,67,64,53.64
85,79,51,39,96,56,61,69.35
87,44,63,44,67,71,59,62.85
67,66,55,46,82,79,86,65.37
84,31,49,67,92,43,94,62.29
74,61,92,66,59,46,82,69.9
71,86,60,32,94,74,83,76.32
80,90,37,48,94,55,67,67.78
86,34,76,50,63,49,81,63.33
83,47,80,83,94,90,79,78.09
72,77,64,83,91,44,93,70.01
65,69,51,68,65,84,40,63.96
55,85,83,30,84,79,88,74.25
64,33,40,53,83,41,49,55.85
67,46,47,47,94,74,52,62.85
87,81,41,46,91,44,54,65.77
62,92,75,61,89,77,86,76.85
73,71,50,58,94,62,59,66.03
62,62,39,77,77,66,77,63.1
50,47,51,31,95,59,94,62.55
97,56,35,70,77,41,73,67.56
85,90,43,32,58,52,58,65.14
98,54,91,89,68,94,63,80.91
67,90,84,36,55,89,86,72.02
97,39,84,51,73,65,66,75.33
82,33,47,67,67,40,76,60.18
87,60,62,37,82,51,82,65.48
92,61,75,64,64,61,83,72.22
55,53,55,33,81,45,65,59.0
66,88,41,72,90,85,58,70.78
53,47,39,72,95,33,40,55.2
63,94,90,50,98,68,87,76.37
79,31,42,66,74,79,65,63.24
95,50,57,83,78,89,52,70.28
69,71,67,44,90,52,53,63.92
57,54,35,74,77,60,80,60.07
51,82,64,57,68,45,86,69.01
86,38,58,87,60,87,79,64.72
53,71,57,71,80,83,60,62.88
59,57,55,76,74,75,42,60.29
69,66,47,34,81,83,55,66.21
84,90,84,62,67,43,80,73.25
97,88,68,89,76,92,76,85.85
59,61,75,33,87,56,94,65.86
77,70,57,34,70,64,49,62.06
64,53,72,74,67,46,64,67.52
85,94,55,82,58,40,80,67.34
50,39,91,32,91,54,47,59.91
71,79,85,89,90,75,72,82.34
76,92,90,84,70,75,44,77.65
78,94,56,50,81,62,81,77.96
64,87,81,35,56,35,43,56.17
59,75,75,40,79,36,60,61.09
69,57,80,54,80,43,91,67.51
71,88,75,37,66,68,57,68.97
99,33,63,82,71,58,40,65.44
97,70,87,57,80,63,45,70.61
58,89,57,81,93,48,94,74.61
81,91,56,30,72,76,58,66.46
66,40,68,82,82,87,51,69.07
91,49,42,81,84,61,43,64.78
68,36,81,55,73,81,52,64.38
89,91,58,61,72,69,56,79.95
76,36,78,33,92,88,78,72.03
86,93,43,76,85,83,46,70.21
83,87,92,53,57,38,43,75.26
96,33,65,72,64,61,52,60.53
98,43,45,63,71,89,85,74.77
59,52,83,76,61,37,61,63.43
79,65,80,53,95,68,79,74.1
70,53,72,76,88,35,42,62.29
70,50,65,60,77,91,82,68.94
83,92,86,87,62,88,62,77.35
58,76,88,38,75,69,83,70.25
83,44,37,78,96,71,56,63.6
99,60,59,87,68,35,81,66.24
61,33,47,80,95,46,41,59.84
96,33,50,44,80,33,41,53.49
70,73,78,58,89,75,92,80.93
69,90,56,39,74,34,46,54.14
55,92,47,78,75,71,71,70.18
99,55,88,42,90,45,91,73.6
94,79,53,31,92,64,49,69.86
85,62,92,43,55,50,51,64.45
61,33,62,82,60,86,88,65.97
90,86,55,73,66,38,91,65.68
80,91,60,70,79,52,54,70.55
51,63,75,45,83,37,74,66.78
65,63,90,88,69,73,68,76.36
50,31,76,33,65,69,42,56.31
53,72,85,51,69,33,57,56.14
96,78,51,59,86,40,90,77.05
50,50,88,50,89,30,63,62.11
96,41,41,84,91,92,67,72.27
84,65,60,69,55,72,42,64.33
62,30,91,37,97,59,48,67.43
99,71,92,65,68,50,86,77.37
94,45,58,44,60,91,58,59.45
91,78,51,39,70,56,62,60.91
80,35,92,79,87,76,63,69.75
69,42,48,79,99,89,73,73.5
56,74,38,61,75,43,89,55.49
89,38,50,45,76,92,73,63.92
82,57,54,76,66,62,94,75.96
77,93,67,44,56,62,44,57.53
99,63,72,68,63,85,88,80.52
93,61,83,68,97,66,43,75.46
99,94,52,73,78,38,53,64.73
93,81,62,30,92,42,83,67.33
69,33,52,32,96,40,66,59.33
81,54,87,82,65,86,94,80.44
58,92,91,46,88,71,46,68.18
83,69,46,84,79,35,62,67.62
63,85,71,41,71,86,44,64.95
53,52,83,78,98,33,71,65.98
78,32,54,64,81,81,43,59.26
64,94,39,84,62,39,94,63.73
66,80,76,31,60,77,41,63.62
68,54,92,64,60,38,75,66.35
87,70,70,40,70,45,84,68.16
58,34,45,56,88,79,41,56.96
76,93,85,87,76,51,79,79.13
98,35,75,48,66,56,46,59.56
64,75,66,49,75,30,57,59.64
86,52,35,40,61,72,45,53.73
77,67,56,88,61,58,92,66.7
99,34,56,83,89,65,54,70.24
